Date,Open,High,Low,Close,Volume,sentiment_score,sentiment_label,positive_ratio,news_count,text,lag_1_close,lag_1_open,lag_1_high,lag_1_low,lag_1_volume,lag_1_return,lag_2_return,lag_3_return,cumulative_return_3,SMA_5,SMA_10,EMA_10,EMA_20,MACD,RSI,bollinger_h,bollinger_l,volatility,rolling_std_5,close_to_open_ratio,high_to_low_ratio,volume_change,volume_SMA_5,lag_2_volume,sentiment_momentum,rolling_sentiment_3,day_of_week,month,quarter,is_month_end,target
2024-04-15,175.36,176.63,172.5,172.69,73531773.0,0.8750825457608522,0.0,0.0746268656716417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,0,0
2024-04-16,171.75,173.76,168.27,169.38,73711235.0,0.8736247839751067,0.0,0.1666666666666666,0,,172.69,175.36,176.63,172.5,73531773.0,-0.015225821167883302,,,,,,172.69,172.69,,,,,,,0.9847741788321167,1.0239420289855072,,,,-0.001457761785745526,,1,4,2,0,0
2024-04-17,169.61,170.65,168.0,168.0,50901210.0,0.8568521934012844,0.0,0.1506849315068493,0,,169.38,171.75,173.76,168.27,73711235.0,-0.013799126637554612,-0.015225821167883302,,,,,172.0881818181818,172.3747619047619,,,,,,,0.9862008733624454,1.0326261365662328,0.0024406048253453605,,73531773.0,-0.0167725905738223,0.8685198410457478,2,4,2,0,0
2024-04-18,168.03,168.64,166.55,167.04,43122903.0,0.8563325364014198,0.0,0.2241379310344827,0,,168.0,169.61,170.65,168.0,50901210.0,-0.009492364836979031,-0.013799126637554612,-0.015225821167883302,-0.038517312642416944,,,171.34487603305783,171.95811791383218,,,,,,,0.990507635163021,1.0157738095238096,-0.30945113048234774,,73711235.0,-0.0005196569998645595,0.862269837925937,3,4,2,0,0
2024-04-19,166.21,166.4,164.075,165.0,68149377.0,0.8919064195950827,0.0,0.0666666666666666,0,,167.04,168.03,168.64,166.55,43122903.0,-0.005891805034815266,-0.009492364836979031,-0.013799126637554612,-0.029183296509348908,,,170.56217129977458,171.48972573156246,,,,,,,0.9941081949651848,1.012548784148904,-0.1528118290311763,,50901210.0,0.035573883193662836,0.8683637164659289,4,4,2,0,1
2024-04-22,165.515,167.26,164.77,165.84,48116443.0,0.8454086410276818,0.0,0.106060606060606,0,,165.0,166.21,166.4,164.075,68149377.0,-0.007279947054930557,-0.005891805034815266,-0.009492364836979031,-0.022664116926724855,168.422,,169.5508674270883,170.8716566142708,,,,,2.869306536430017,2.869306536430017,0.9927200529450695,1.0141703489257963,0.5803522550418279,61883299.6,43122903.0,-0.046497778567400894,0.8645491990080614,0,4,2,0,1
2024-04-23,165.35,167.05,164.92,166.9,49537761.0,0.8698009473003753,0.0,0.136986301369863,0,,165.84,165.515,167.26,164.77,48116443.0,0.0019635682566535788,-0.007279947054930557,-0.005891805034815266,-0.011208183833092245,167.052,,168.87616425852679,170.39245122243548,,,,,1.7319122379612668,1.7319122379612668,1.0019635682566537,1.0151119742671602,-0.29395623088381273,56800233.6,68149377.0,0.02439230627269351,0.8690386693077133,1,4,2,0,1
2024-04-24,166.54,169.3,166.21,169.02,48251835.0,0.8344248193833563,0.0,0.1388888888888889,0,,166.9,165.35,167.05,164.92,49537761.0,0.00937405503477479,0.0019635682566535788,-0.007279947054930557,0.004057676236497811,166.55599999999998,,168.51686166606737,170.05983682029878,,,,,1.1588269931271034,1.1588269931271034,1.0093740550347747,1.0129153528983752,0.029539132807468782,51965538.8,48116443.0,-0.03537612791701894,0.8498781359038045,2,4,2,0,1
2024-04-25,169.525,170.61,168.1511,169.89,50558329.0,0.8727711957913858,0.0,0.1481481481481481,0,,169.02,166.54,169.3,166.21,48251835.0,0.01489131740122504,0.00937405503477479,0.0019635682566535788,0.02622894069265341,166.76,,168.60834136314602,169.9608047421751,,,,,1.512415286883865,1.512415286883865,1.014891317401225,1.018590939173335,-0.025958500627430436,51435663.8,49537761.0,0.038346376408029514,0.8589989874917059,3,4,2,0,0
2024-04-26,169.88,171.34,169.18,169.3,44838354.0,0.8413428894753726,0.0,0.1509433962264151,0,,169.89,169.525,170.61,168.1511,50558329.0,0.0021530747677332585,0.01489131740122504,0.00937405503477479,0.02641844720373309,167.32999999999998,,168.84137020621037,169.9540614333965,,,,,2.076270695261088,2.076270695261088,1.0021530747677332,1.0146231573864222,0.04780116652558397,52922749.0,48251835.0,-0.03142830631601323,0.8495129682167049,4,4,2,0,1
2024-04-29,173.37,176.03,173.1,173.5,68169419.0,0.8636956502024721,0.0,0.1829268292682926,0,,169.3,169.88,171.34,169.18,44838354.0,-0.0034141747115610083,0.0021530747677332585,0.01489131740122504,0.01363021745739729,168.19,168.30599999999998,168.92475744144485,169.89176986831112,,,,,1.7318775938269804,1.7318775938269804,0.996585825288439,1.0127674666036175,-0.11313615606243632,48260544.4,50558329.0,0.022352760727099463,0.8592699118230769,0,4,2,0,0
2024-04-30,173.33,174.99,170.0,170.33,65934776.0,0.8723380083546919,0.0,0.088235294117647,0,,173.5,173.37,176.03,173.1,68169419.0,0.0007498413797081124,-0.0034141747115610083,0.0021530747677332585,-0.0005112585641196374,169.72200000000004,168.387,169.7566197248185,170.23541083323386,,,,,2.394581383039596,2.394581383039596,1.000749841379708,1.0169266320046217,0.5203372318261281,52271139.6,44838354.0,0.008642358152219809,0.8591255160108454,1,4,2,1,0
2024-05-01,169.58,172.705,169.11,169.3,50383147.0,0.8820890938413555,0.0,0.0862068965517241,0,,170.33,173.33,174.99,170.0,65934776.0,-0.01730802515432989,0.0007498413797081124,-0.0034141747115610083,-0.019972358486182788,170.408,168.48200000000003,169.8608706839424,170.24441932530684,,,,,1.8020183128924565,1.8020183128924565,0.9826919748456701,1.0293529411764706,-0.03278072532787757,55550542.6,68169419.0,0.009751085486663591,0.8727075841328399,2,5,2,0,1
2024-05-02,172.51,173.415,170.89,173.03,94214915.0,0.8572470894020595,0.0,0.146067415730337,0,,169.3,169.58,172.705,169.11,50383147.0,-0.0016511381059087222,-0.01730802515432989,0.0007498413797081124,-0.018209321880530503,170.464,168.61200000000002,169.75889419595288,170.15447462765857,,45.769896345271114,,,1.7517505530182584,1.7517505530182584,0.9983488618940913,1.0212583525515937,-0.23586383307042702,55976805.0,65934776.0,-0.02484200443929596,0.8705580638660356,3,5,2,0,1
2024-05-03,186.645,187.0,182.66,183.38,163224109.0,0.83192127968954,0.0,0.2608695652173913,0,,173.03,172.51,173.415,170.89,94214915.0,0.0030143180105501725,-0.0016511381059087222,-0.01730802515432989,-0.01594484524968844,171.092,169.211,170.3536407057796,170.4283341869292,,57.16482404834304,,,2.034544174993424,2.034544174993424,1.0030143180105502,1.0147755866346773,0.869968840969779,64708122.2,50383147.0,-0.02532580971251952,0.8570858209776517,4,5,2,0,0
2024-05-06,182.354,184.2,180.42,181.71,78569667.0,0.8604953350389705,0.0,0.1617647058823529,0,,183.38,186.645,187.0,182.66,163224109.0,-0.01749310187789662,0.0030143180105501725,-0.0016511381059087222,-0.01612992197325517,173.90800000000002,171.04900000000004,172.72206966836512,171.6618261691264,,73.68677714216851,,,5.583275920102748,5.583275920102748,0.9825068981221033,1.0237599912405562,0.7324657035459832,88385273.2,94214915.0,0.02857405534943047,0.8498879013768565,0,5,2,0,1
2024-05-07,183.45,184.9,181.32,182.4,77305771.0,0.8527199702687783,0.0,0.1485148514851485,0,,181.71,182.354,184.2,180.42,78569667.0,-0.003531592397205465,-0.01749310187789662,0.0030143180105501725,-0.018010376264551913,175.55,172.636,174.35623881957144,172.6187951054001,,69.05830604988785,,,6.555833280369388,6.555833280369388,0.9964684076027945,1.0209511140671765,-0.5186393267430855,90465322.8,163224109.0,-0.007775364770192139,0.8483788616657629,1,5,2,0,1
2024-05-08,182.85,183.07,181.45,182.74,45057087.0,0.8256141726787274,0.0,0.0923076923076923,0,,182.4,183.45,184.9,181.32,77305771.0,-0.005723630417007267,-0.003531592397205465,-0.01749310187789662,-0.026748324692109353,177.964,174.186,175.81874085237664,173.5503384286953,,69.89958077394226,,,6.372851010340526,6.372851010340526,0.9942763695829927,1.0197440988307964,-0.01608630974597358,92739521.8,78569667.0,-0.02710579759005094,0.8462764926621588,2,5,2,0,1
